title,user_name,rating,review_text
Wisata Gili Labak,Rio Putra,4.0,Tempat yang bagus untuk mengajak keluarga sedikit berpetualang:)
Wisata Mangrove Kedatim,anugerah pratama,5.0,Seruu banget. Beli tiket online di hari biasa kena 7k/ orang. Durasi 10 menit total PP. Pesen tiket wajib online di tiketwisata.surabaya. Setelah itu akan dapat eticket. Tukar di loket ke tiket fisik. Tiket fisik akan disobek sebelum naik perahu.
Wisata Puncak Vietnam,Slamet Nur,5.0,"Pengalaman seru dapat mengarungi sungai dengan view light Surabaya pada malam hari
Harga cukup terjangkau, yakni 7.000 rupiah dan tiket bisa dibeli via online
Ada 2 rute susur sungai yang tersedia
1 perahu dapat diisi 15 hingga 20 orang (tergantung ukuran perahu yang di dapat)"
Avalokitesvara Buddhist Temple,Djemba Dje,4.0,"Kalau ke Surabaya wajib banget cobain wisata disini. Sangat ramah untuk anak² sampai orang tua.
Aku saranin ambil yang malam karena lebih bagus dan usahakan saldo m-banking mencukupi karena untuk pembayaran wajib online dan tidak bisa secara offline. Kalau mau jalur pendek ambil yang taman prestasi-museum pendidikan harga 7rb kalau mau jalur panjang pilih taman prestasi-monkasel dengan harga 10rb. Dan beli tiketnya harus hari itu juga."
Air Terjun Toroan,Lussy Andri,3.0,"Tempat wisata ditengah kota besar yg sungguh mengagumkan dan asyk, cocok buat spot foto
Tempat nyaman dan murah meriah, tiket hanya 10rb, serta bnyak pilihan menu kuliner disekitar"
Havana Hills,Djemba Dje,3.0,Naik perahu dan keliling sungai cuma bayar 4 ribu rupiah. Menurutku itu kelewat murah untuk sebuah wisata yang indah. Kita bisa melihat gemerlap lampu dari perahu di sekitar taman prestasi. Selain itu yang perlu diapresiasi adalah petugas betul-betul on time saat membuka loket untuk pembelin tiket.
Bunut Bolong,oxthonk kumbara212,5.0,"Tempat yang menarik untuk melepas penat kerja. Selain itu, tempat ini juga cocok untuk tempat jalan-jalan keluarga. Untuk wisata airnya sangat terjangkau harganya yaitu 4k per orang dengan durasi 5-10 menit. Untuk pemesanan melalui webnya ya sedangkan untuk pembayarannya bisa lewat loket di lokasi. Untuk keamanan cukup safety kok karena diberikan pelampung sebelum naik ke kapalnya. Recommend naiknya malam hari karena lampu2nya aesthetic. Oiya nanti ketika selesai kita bakal berhenti di kapal yang ada pedagangnya ala² pasar apung (gaada salahnya beli dagangan mereka menurutku.. itung² bantu pedagang kecil juga)"
Puncak Ratu Pamekasan,Suci Oktavia,5.0,"Susah banget mau dapatin tiket onlinenya..sudah jauh2 dari luar kota, mau beli 11 tiket tapi cm ada kuota 5, refresh terus eh malah jadi 0. Dan pegawai loket pun rada jutek. Sumpah bete banget
Tolong dong tiketnya gak usah online2,ngeribetin banget"
Wiken Wisata Kampung Enem,anugerah pratama,5.0,"di sby harus banget coba ke sini.

tiket nya booking aja dulu di website itu dan pilih yang rute taman prestasi. kalau sekarang jarak tempuhnya ya hanya sepanjang taman prestasi. memang kurang panjang, tapi lumayan lah.

kalau di area wisata, please banget ya para warga masih banyak yg buang sampah sembarangan. kesel nya sih sama pengunjung bukan sama penyelenggara wisata.

penjaga tiket, area masuk perahu, dan all kru semuanya baik-baik kok. meskipun weekend cukup rame tapi karena sesuai kuota di Web booking tiketnya jadi tidak masalah. antrian pengunjung tertib dan semuanya bisa masuk."
Pemandian Sumber Pocong,Imam Pratiknjo,5.0,Tiket harga 4rb tapi harus wajib kudu beli online ya.. ada kok websitenya.. cuman harus dicek berkala karena kadang belom keluar jadwalnya.. beli untuk hari itu berarti beli tiketnya harus di hari itu juga.. jamnya paling enak pilih yg antara jam 6 sore - 9 malam.. karena bisa liat lampu2.. 1 kapal bisa memuat kurang lebih 20 org.. dan waktu berkelilingnya kurang lebih hanya 5 menit.. jadi kalau kurang puas beli tiketnya yg banyak saja
Wiken Wisata Kampung Enem,kholidatul khoiriyah,5.0,"Wisata perahunya lumayan recommended dan harganya terjangkau cuma 4 ribu. Selain itu masalah safety juga terjamin karena sebelum naik, penumpang wajib memakai pelampung dahulu. Cuma sayang kadang masih ketemu sampah di sungainya."
Bunut Bolong,Kukuh Cakra D,1.0,"Ke Surabaya bisa merasakan pengalaman naik kapal, bisa melihat pemandangan kota surabaya dari sungai
Sebuah pengalaman baru"
Bukit Sewu Sambang,Vany Kurnia,5.0,"Semakin hari semakin berbenah, semakin indah, perahunya semakin banyak dan bagus
Untuk toilet walau gratis mohon kebersihan tetap dijaga"
Monumen Juang 45,hendra budi,5.0,"salah satu taman bermain untuk anak2 di Surabaya, ada wisata perahu yang bisa dinaiki sepanjang Sungai Kalimas, tiket bisa beli secara online"
Taman Pandang Istana,Vina Septiana W,5.0,Harga naik perahu lumayan murah (4K). Perjalanan naik perahu sekitar 5 - 10 menit. Recomended buat yg mau wisata malam yang murah bareng anak-anak.
Satria Gatotkaca Park,Rachmi Pramono,5.0,"Kesini pas awal pertama dibuka setelah 2 tahun ditutup karena pandemi. Tiket 4000 rupiah per orang. Anak kecil dengan tinggi diatas 85cm dihitung.
Ramainya membeludak, meskipun sudah pesan online namun tetap harus antri, petugasnya agak kewalahan dan agak semrawut sistem antriannya. Tapi terbayar oleh indahnya kalimas yang memantulkan cahaya lampu di sepanjang sungai.
Overall sangat memuaskan, berharap kalimas tetap bisa dirawat, dibersihkan, diperbaiki infrastrukturnya, petugasnya, armada perahu ditambah dan diperbaharui, serta alat-alat keselamatannya, hingga bisa dijadikan wisata Surabaya yang membanggakan.
Thank you Surabaya."
Bungursari Lake Park,Garuu_ kun,4.0,"Taman bermain yang ramah anak dg fasilitas berbagai macam mainan anak-anak, toilet umum, mushola dan gazebo yg semuanya free.suasana cukup sejuk karena banyak pohon besar dan rindang yg menjadikan suasana jadi nyaman.juga tersedia mobil baca atau perpustakaan keliling."
Leuwi Hejo,Kevin Gianpantun Imanuel,5.0,Mantabb hiburan gratis bagus banget naik perahu 4000
Sagara Karangbolong,Purwadhi Purwadhi,5.0,"Wisata air keliling kali Darmo, seru tiketnya murah. Bagus untuk menghabiskan weekend"
Kampung Bekelir,oxthonk kumbara212,5.0,"Piknik point di tengah kota, sarana bermain anak kurang banyak, Pemesanan tiket wisata perahu harus online."
Obyek Wisata Taman Rekreasi Kota Bangkalan,Ryan Almer,5.0,"Nyaman dan rindang,ramai ada wisata perahu"
Kawasan Pariwisata Nusa Dua,riyah faradies,5.0,"Tempatnya sangat bagus apalagi klo malam hari cantik banget buat foto,banyak tempat bermain buat anak2,juga bisa naik perahu nikmati keindahan Surabaya malam hari.recommended banget tempatnya gak bakal nyesel datang kesini.dah berkali kali kesini dan GK pernah bosen.buktikan sendiri...!!!!"
Situ Cihaniwung,Daffa Wahyu,5.0,"Mainan anak yg disediakan cukup lah untuk bermain dan belajar mengenali beberapa nama tanaman...
Wisata air nya pada saat ini masih belum buka sih.. tapi kalau sdh buka pasti seru"
Wisata Gili Labak,Suci Oktavia,5.0,"Lumayan bagus buat refreshing untuk menghilangkan stress. Pesanan via online, sedikit kecewa karena ticket sudah habis. Sebaiknya ofline saja. Mudah2an bisa kesini lagi dan naik perahu karena dari luar kota yg lumayan jauh."
Leuwi Hejo,kholidatul khoiriyah,5.0,"menyusuri sungai Kalimas dengan perahu asyik lho
rutenya dari Taman Prestasi, putar balik dekat Taman Expresi trus kembali lagi ke Yaman Prestasi.
dengan membeli tiket Rp. 4000 per orang, kita bisa menyaksikan kota Surabaya dari Kalimas yg sudah semakin bersih.
Lebih lagi bila kita naik perahu di malam hari......pasti lebih asyik lagi.....
Sepanjang rute lampu -lampu menyala warna-warni .....
Mau coba.......?
Gak nyesal lho....
menurut petugas di lapangan:"" hari Sabtu dan Minggu aja buka sampai jam 21.00"
Havana Hills,kholidatul khoiriyah,5.0,"Setiap orang mendapat pelampung, jadi safety sudah terpenuhi. Pengalaman seru, menikmati indahnya cahaya lampu malam hari di sekitaran sungai."
Wisata Kota Tua Jakarta,Garuu_ kun,5.0,Tiketnya terjangkau
Wisata Goa Putih,Djemba Dje,5.0,Lumayan buat refreshing anak2 sambil naik perahu
Situs DuplangKamal,MasRul Channel,4.0,Sering jalan dan ngajak anak bermain... apalagi malam Minggu tambah malam tambah rame
Taman Blambangan,Dapur Khanza,5.0,"Taman Suroboyo yang terletak di kawasan Kenjeran, Surabaya, merupakan destinasi rekreasi tepi laut yang sangat populer di kalangan warga. Dengan ikon patung Suro dan Boyo setinggi lebih dari 25 meter, taman ini menjadi salah satu landmark modern kota Surabaya. Area tamannya luas, bersih, dan tertata rapi dengan fasilitas seperti area bermain anak, jalur pejalan kaki, serta tempat duduk yang menghadap langsung ke laut. Suasana sore hari di sini terasa sejuk dan menyenangkan, cocok untuk berjalan santai, berfoto, atau menikmati pemandangan matahari terbenam.

Selain panorama lautnya yang indah, Taman Suroboyo juga dekat dengan Sentra Ikan Bulak, sehingga pengunjung bisa sekalian membeli ikan segar atau menikmati kuliner khas pesisir. Taman ini tidak memungut tiket masuk, hanya biaya parkir kendaraan, sehingga menjadi pilihan wisata murah meriah bagi keluarga. Namun, saat akhir pekan atau hari libur, area ini bisa sangat ramai. Secara keseluruhan, Taman Suroboyo menawarkan kombinasi antara keindahan alam, ikon kota, dan ruang publik yang nyaman untuk bersantai di pesisir Surabaya."
Wisata Alam Kesek,Fer sam,4.0,"Taman yang indah, hijau, bersih, asri dan tertata rapi. Ikon Kota Surabaya. Thanks to Bu Risma 🤗

Hanya ada dua kekurangan, taman ini kurang tempat berteduh dari hujan dan panas. Jadi waktu ke sini siang hari, sinar matahari langsung menyengat hingga ke tulang, bahkan walo uda duduk di bawah pohon rindang sekalipun.

Tapi kalau dateng di malam hari, malah gak bisa menikmati keindahan bunga-bunga dan hijaunya dedaunan. Jadi serba salah. Dateng siang, panas terik menyengat. Dateng malem, gak bisa menikmati viewnya. Akan lebih bagus bila dibangun pendopo atau tempat duduk beratap gitu, jadi biar mamaku yg lansia bisa duduk2 menikmati keindahan taman tanpa merasa kepanasan.

Oh ya, di sini juga gak ada toilet ya. Jadi klo mau ke toilet, harus nyebrang ke sentra kuliner bulak yang jual ikan2 itu."
Wisata Kampung Pasir,Fachrurrazie Yusoef,5.0,"taman publik gratis di Surabaya yang terkenal dengan patung Suro dan Boyo ikoniknya, serta lokasinya yang strategis di tepi Pantai Kenjeran. Disini juga bisa menikmati angin laut yang menyegarkan, berfoto di taman yang instagramable, dan mengamati aktivitas nelayan di dekatnya. Fasilitasnya meliputi area bermain anak yang luas, tempat bersantai, dan berbagai pedagang makanan serta mainan. Taman ini ideal untuk berjalan-jalan sore, berolahraga, atau sekadar bersantai bersama keluarga sambil menikmati pemandangan matahari terbenam."
Taman Adipura Kota Sumenep,Jundi Azzam Firdaus,5.0,"Habis liat pertunjukan air mancur jangan lupa mampir ke taman Suroboyo ☺️ tamannya bersih banyak anak"" main layangan , ada jasa naik kuda dengan membayar 25k  2x putaran, abangnya ramah"" , anak ku pertamakali naik kuda dan ternyata berani🥰 parkir kena 3k"
Riung Gunung,NONNA NONIK,5.0,"Dari Sentra Ikan Bulak singgah di Taman Suroboyo, yang pertama kali kunjungi dengan tanggal Dua Puluh Delapan Bulan Agustus Tahun Dua Ribu Dua Puluh Lima, tepatnya berada di depan Sentra Ikan Bulak (SIB) dan luas, patungnya cukup besar, rumput dan bunganya menarik dan rapi, serta fasilitas di taman tersebut cukup lengkap, terdapat area bermain anak-anak juga."
Sagara Karangbolong,Ryan Almer,5.0,"Wisata pantai di kawasan Kota Surabaya. Wisata alam yang menawarkan pemandangan selat Madura dan berbagai kuliner boga bahari. Tersedia berbagai warung makan boga bahari, ikan asin, petis, terasi. Ada taman bermain untuk anak. Patung Suroboyo terbesar ada di sini. Suasana bersih dan nyaman. Disarankan ke sini di sore hari."
Situs DuplangKamal,Efrain Apriwanto Rerung,1.0,"Tempat yang enak buat jalan sore dengan keluarga.
Area parkir ada di seberang berdekatan dengan sentra ikan bulak.
Di pinggiran pantainya banyak jualan makanan, saya beli lontong kupang dan lontong mie, enak harga sekitar 15.000 per porsi
Banyak yang menawarkan naik perahu sudah lengkap dengan jaket keselamatan, kalau tidak salah 10.000 per orang, tapi nunggu perahunya penuh baru berangkat.
Pinggiran pantainya bukan pasir ya tapi kulit kerang, bagus sekali.
Enak banget duduk santai dengan keluarga menikmati pemandangan laut.
Tersedia odong-odong dan kuda juga, tapi saya tidak mencobanya."
Gunung Kapur Suci,Suci Oktavia,5.0,Salah satu taman yang ada di Surabaya dengan patung iconic nya yakni patung Suro dan Boyo. Taman ini dinamakan taman Suroboyo. Tempatnya pas disebelah pantai Kenjeran/ pantai batu batu Kenjeran. Tamannya lumayan bersih. Rekomendasi kalau mau kesini pas weekend/ pagi dan sore. Kalau siang panas banget. Sekalian nanti bisa keliling pantai dengan perahu. Kemarin saya bayar 50 ribu dengan penumpang 4 orang. Lumayan worth it buat refreshing atau bersantai bersama keluarga.
Wisata Dream Park Gagah,Fachrurrazie Yusoef,5.0,"Taman dengan patung Surabaya di Kenjeran 🦈🐊🏖️

Yang ikonik dari taman ini adalah patung Suro & Boyo yang cukup besar serta pemandangan pantai batu kenjeran yang ada di sebelahnya. Hanya saja tempat ini sangat panas saat siang meski fotonya jadi bagus. Taman ini bersih dan dijaga oleh Satpol PP.

Biasanya disini ada anak-anak dari kampung sebelah yang main layangan serta beberapa penduduk yang bersantai di pesisir. Ada juga playground disini bagi anak-anak kecil.

Parkir taman ini berada di Sentra Ikan Bulak dengan tarif parkir 3000. Meski begitu, ada juga parkir liar di selatan taman ini. Di dekat sini ada Bus Stop yang melayani Feeder Wirawiri FD11 arah Bratang via ITS."
Monumen Trunojoyo Sampang,Lussy Andri,4.0,"Jalan2 pagi menuju siang kesini, taman Suroboyo nya sepi karena Mulai panas, bersih dan banyak garis kuning karena peremajaan taman, kesini naik bus dari bungur ke kenpark lanjut Wira Wiri turun pasar bulak dan jalan kaki.
Yang buat nyaman justru di samping taman ini ada Pantai Kenjeran, banyak penjual makanan minuman dengan duduk lesehan menghadap pantai, meskipun cuaca panas disini teduh dan sejuk angin semilir, enak buat santai berlama lama, kapan2 kesini lagi"
Wisata Mangrove Kedatim,Diana Rose,5.0,"Tahun 2025 bulan Juni
Alhamdulillah terdapat wahana bermain yang cukup sangat bagus buat anak anak, kalau kesini malam hari gak terlalu panas. Kalau siang puanas poll

Taman suroboyo menjadi destinasi wisata favorit di kota surabaya. Semoga para pengunjung serta pemerintah setempat dalam menjaga taman ini dengan baik. Agar slalu menjadi primadona kalau berkunjung ke surabaya"
Obyek Wisata Pacalan Paninggaran,Vina Septiana W,5.0,"Bagus, bersih, toilet kebetulan rusak, parkir Mobil 10rb, masuk taman gratiss, jgn lupa bawa jaket bagi yg tidak tahan angin kencang, bisa bermain layangan juga, ada kuda untuk keliling taman"
Ekowisata Mangrove Lembung,Imam Pratiknjo,5.0,"sering main kesini, tempat bagus, bersih, cukup bayar parkir aja, tempat juga luas, ada tempat bermain anak-anak.. cuma toilet nya agak jauh aja.. terlalu banyak penjual yang keliling.."
Puncak Ratu Pamekasan,Dapur Khanza,5.0,"Perubahan yg dilakukan secara terus menerus buat taman jadi lbh bagus, cocok buat org luar yg mau cari icon surabaya"
Taman Gladak Anyar,Slamet Nur,5.0,"Banyak spot foto
Ada pantai dengan kerang putih gratis masuk,penjual juga ramah ga maksa beli
Harga murah² juga untuk jajan minum nya.
Ada jual layangan sampe malem pun bisa mainan layangan.
Untuk sholat bisa di pasar ikan depan nya mushola bersih."
Taman Langit Gunung Banyak,MasRul Channel,4.0,"Malam minggu sangat sangat ramai, banyaak orang jualan di dalam dan di pinggir jalan. Ada perosotan untuk anak-anak dengan rumput sintetis"
Ekowisata Mangrove Lembung,Theophilus Merta Adnyana,4.0,"Tamannya udah bagus, minusnya masyarakatnya banyak yg blm sadar buang sampah ditempatnya. Padahal jelas2 banyak tempat sampah didekat situ cm ya masih berceceran sampah dmn2, ada yg ngerokok diatas rumputnya jg pdhl itu rumput sintetis, dan kalau siang panas bgt kalau keinjak anak2 rumputnya"
Cilember Waterfall,Rio Putra,4.0,"Setelah digt cat yg menyerupai lumut pada daun patungnya dan cat suro n boyo nya juga semakin hidup, spt binatang sungguhan.
Lokasinya yg berdekatan dgn pantai kenjeran, sangat cocok utk berwisata lokal ditempt tsb. Biasanya dihr libur minggu/hari besar banyak sekali pengunjungnya."
Telaga Batu,Kukuh Cakra D,4.0,"Taman Suroboyo adalah tempat dimana ada tugu khas kota Surabaya yaitu patung pertarungan Hiu dan Buaya yang berada di tepi pantai Kenjeran.

Tempat menarik. Cocok untuk menikmati pemandangan laut indah. Disana ada taman, naik perahu, dan taman bermain. Cocok untuk foto² bagi semua kalangan."
Sumber Air Mata Ibu,Suci Oktavia,5.0,"tamanny luas,rapi dan patungnya juga bagus..ccok buat fto di icon surabaya,
Lebih enak dtng di malam hari"
Desa Wisata Saung Ciburial,Vany Kurnia,3.0,"Setelah sekian lama pengen kesini, akhirnya kesampaian juga. Cuma datangnya kesiangan, jadi udah cukup panas.
Area bermain anak cukup besar, tapi rumput sintetisnya panas, karena udah siang. 🤣
Banyak penjual di area taman.
Buat para pengunjung mungkin lebih menjaga kebersihan.
Buat ahli hisap tolong jangan merokok di area taman, mungkin pemkot / pengelola lebih ketat lagi dalam pengawasan."
Bungursari Lake Park,oxthonk kumbara212,5.0,"Pinggir pantai dikuasai pedagang banyak pedagang berkeliaran bikin Ngak nyaman, harus nya taman itu identik dengan kenyamanan"
Hutan Kertas,Suci Oktavia,3.0,Kesini naik odong-odong dan kudanya. Anak2 seneng. Bisa ke pantai juga ada perahu yg bisa dinaikin. Pas naik odong2 kelilingnya lumayan jauh dibawa wisata lokal ke jembatan (gatau namanya apa)
Pemandian Sumber Pocong,Shela Marlina,4.0,"taman nya sangat bersih, cocok buat anda yang membawa keluarga. ada panti juga disebelah tamannya. untuk yg jual makanan dan minuman standart lokasi wisata. ada jasa untuk naik perahu sebesar 15rb per orang. keliling didaerah kenjeran. cukup mengesankan"
Wisata Gili Labak,Vany Kurnia,5.0,"Taman kota Surabaya yang bagus, ramai sekali namun masih ada ruang untuk bersantai. Ada beberapa pedagang berjualan aneka mainan dan makanan.
Tempat Parkir disediakan oleh Dishub Surabaya di seberang taman"
Batu Tumpang,MElica Aprilianti,1.0,"Tempat ini bagus, tidak terlalu panas, pantainya bersih. Kalau parkir lebih baik di tempat yang telah disediakan, motor 3 ribu, mobil 10 ribu. Jangan parkir di pinggir jalan karena ada tanda dilarang parkir. Banyak tempat bagus, bahkan bisa naik kapal untuk keliling pantai. Selain itu ada tempat Playground untuk anak anak. Biaya masuk gratis."
Desa Wisata Gubugklakah ꦒꦸꦧꦸꦏ꧀ꦏ꧀ꦭꦏꦃ,Theophilus Merta Adnyana,3.0,"Perlu perawatan dan kebersihan terimakasih.
Tempat parkir nya khusus sepeda motor Rp. 5.000"
Sumber Air Mata Ibu,Syamsul Alim,4.0,"Tamanya bagus, cuman sangat di sayangkan parkir umum nya 2000, mentok 3000 .ini malah 5000"
Mother's eyes travel Aer Arosbaya,hendra budi,2.0,"Airnya benar2 bening jernih,segar rasanya mandi disana.hanya sekedar info ,tempat ini dikramatkan oleh penduduk sekitar.jadi khusunya untuk perempuan dilarang mandi di area sini.ini foto dan vidio sebelum di tegur oleh warga sekitar bahwa tdk boleh sembarang orang mandi disini.😅"
Obyek Wisata Taman Rekreasi Kota Bangkalan,MElica Aprilianti,2.0,Ga dibolehin masuk ya ini? Sumber airnya sangat jernih
Wisata Mangrove Kedatim,Irwan Lylac,5.0,"sangat sangat jernih airnya tetapi memang banyak orang yang bukan asli desa situ akan bingung dengan jalan kesananya, tapi aku sangat sangat bahagia karena air disana sangat bersih jernih dan bening aku suka mau balik kesana lagi rasanya"
Cisadane Walk,Suci Oktavia,2.0,"Sumber apa adanya, kurang di perhatiin pengurus setempat, minim fasilitas mungkin jika di kelola bisa jadi tmpt wisata yang lumayan baik yah karna airnya yang murni dan jernih"
Bukit Tangkeban,Ciaba'al Tv,1.0,Ini kegiatan kami mahasiswa Manajemen Sumberdaya Perairan Universitas Trunojoyo Madura dalam rangka memperingati Hari Air Sedunia yang diadakan kegiatan tebar benih ikan di Pemandian Sumber Pocong
Lumintang Park,VICKY DANANG HARDIANSYAH,2.0,"Sumber air yg alami nan eksotis,,berada di balik ilalang yg sngat tinggi"
Taman Wisata Alam Pagarbatu (Boekit TAWAP),yuda pura,4.0,"Lagi lagi pemerintah ambil alih. C'mon guys, rusuhi ketidakadilan ini. Buat komunitas dan jejaring yang kuat melawan penjajahan oleh pemerintah daerah sendiri. Jangan mau diambil dan dirampas oleh para petinggi. Kita bisa lebih baik dari ini."
Bukit Belong,Djemba Dje,5.0,Tempatnya Bagus tapi tidak terlihat dari jalan Raya plus jalanan disekitar tempat ini juga rawan begal. Tetap waspada buat mau kesini. Lebih baik kendaraannya diparkir di rumah saudara jika punya saudara disekitar sana. Karna memang rawan sayapun parkir kendaraan saya di rumah nenek saya
Taman Blambangan,Theophilus Merta Adnyana,1.0,"Yg maun berenang sekalian refreshing badan, nih tempat lumayan cocok bagus dan bening airnya."
Monumen Juang 45,Theophilus Merta Adnyana,2.0,"Sebenarnya klo ada yang bisa lobi sih oke nih sumber, pemerintah/TNI bisa kelola dan jaga biar gak hilang ni sumber air/kotor. Kasih satu aja pipa untuk keluar area sumber, jauh juga gpp, sekira 500-2km  biar dikelola masyarakat sekitar.
Sumber terjaga juga wisata dan pendapatan masyarakat juga dapet.
Di daerah langkap dulu ada sumber, suer airnya seger, di daerah tembusan dari langkap ke pgri tu, sekarang sudah dipipa."
Ekowisata Mangrove Lembung,LA Media Cipta,5.0,"Ga ada parkiran mobil atau pun motor, kalo bawa kendaraan bisa titip ke warga nanti bakal diarahin di mana tempat nitipnya ada yang di sebelah warung kopi, sebelah gubuk besar samacam pos ronda, atau di sekitar rumahnya. Setelahnya tanyain ke mana arah detailnya kepada warga, nanti bakal ketemu akses berupa jalan setapak tanah dikelilingin rumput dan beberapa pohon. Pemandiannya ga terlalu luas tapi masih sangat asri dan alami, airnya sangat bening, ada banyak ikan kecil, ikannya bakal pada nyamperin kalo dikasih makan misalnya rontokan biskuit atau makanan kering lainnya, ketinggian air ga dalem cuma sedada orang dewasa, saking alaminya di sana ga ada toilet dan kamar ganti; untuk cowo mungkin bisa pake sarung buat ganti pakaian basah, kalo hari libur sering dipake sama anak-anak setempat buat mandi. Untuk mencari keasrian sebuah pemandian, tempat ini sangat direkomendasikan. Lokasi ada di Google Maps tapi ga akurat bahkan nanti bakal dapet unnamed road di layar gawai, jadi kalo udah mendekati lokasi dan ketemu warga mending langsung tanyain warga aja. Sekali lagi, untuk mencari keasrian sebuah pemandian, maka tempat ini sangat direkomendasikan."
Jembatan Gantung Situ Gunung 555,TukanG NgaLadoG,5.0,"Tau d beberapa blog... Ditulis baru banget, ada yg 15 mei 2023.. disertai foto2 yg menarik jd pgn dtg k sumber pocong.. jauh2 dr sby ke sumber pocong ternyata zonk. Tolong yaa yg pada bikin blog itu jgn menyesatkan. Jelas2 udah di tutup pangkalan TNI AL !!!"
Taman Pecangakan - Negara,anugerah pratama,4.0,"Belum dijadikan lokasi wisata.
Tidak ada penanda nama pemandian di jalanan.
Tidak ada petunjuk arah.
Tidak ada lahan parkir.
Tidak ada loket masuk.

Dari jalanan masih harus jalan kaki menuju pemandian menyusuri setapak diantara semak2 tumbuhan.

Hanya penduduk setempat saja yg memanfaatkan tempat ini."
Desa Wisata Saung Ciburial,Vina Septiana W,5.0,"Sekarang pemandian sumber pocong sudah tidak ad lgi, sudah di miliki pemerintah, untuk PDAM, hak semua rakyak di ambil untuk kepentingan pemerintah, aku benci itu, dulu semua orang bisa menikmati keindahan apa yang di miliki alam, sekarang sudah tidak"
Taman Gladak Anyar,Vina Septiana W,4.0,Sumbernya Mata airnya begitu jernih
Jembatan Gantung Situ Gunung 555,Mohammad Anom,5.0,"BUAT KALIAN YG JAUH2 PENGEN DATANG KE PEMANDIAN SUMBER POCONG TIDAK USAH, KRNA AKSESNYA SDH DITUTUPP DAN DI AMBIL ALIH TNI AL. TIDAK BISA LAGI DIBUAT PEMANDIAN."
Bukit Asah Bali - Tempat Camping di Bali,Rendy Syauqy Hasan,3.0,Dr jln raya desa udah kelihatan bangunan nya. Cuma jln setapak.. n becek klw hujan... parkir motor sebelah nya pas aja  biar aman
Mangrove Karangkiring,Yus Harianto,4.0,"Sudah tdk berfungsi, salah satu fasilitas  alam yg dimiliki rakyat dikuasai Pemerintah"
Taman Wisata Selorejo,Kukuh Cakra D,5.0,TNI punya rakyat gk sih... knp rakyat dilarang mandi disitu... apa slhnya sekedar mandi dan bersenang2 disitu
Pantai Pasir Putih Tlangoh,Panjul King,4.0,"Lokasi yg ckup enk dan tmpt pemandiannya jg enk.. Airnya bgitu jernihh.
Pkoknya sep lah"
Gunung Kapur Suci,Kevin Gianpantun Imanuel,4.0,"Masih belum ada reservasi dr pemerintah , di kelola penduduk sekitar, bersih tempatnya"
Lembah Dieng Gempol,Dapur Khanza,5.0,Karena airnya sangat sejuk dan menyegarkan dan jaraknya yang sangat dekat dengan rumah saya
Wisata Puncak Vietnam,Mohammad Anom,4.0,"Seger bening airnya
Cuman jalan menuju lokasi agak susah."
Cilember Waterfall,Ryan Almer,4.0,Sumber terlarang mudah mudah buka hati  berilah pemandian khusus  kasilah pintu masuk
Wisata Gili Labak,oxthonk kumbara212,5.0,Sumber mata air jernih bisa langsung di minum
Wisata Alam Somber Rajeh,MasRul Channel,5.0,Hanya sumber apa adanya tanpa duukungan fasilitas Dan jalan yg baik
Tomb Complex Ratu Ibu,Lussy Andri,3.0,"Airnya Bagus bersih jernih, tempatnya sejuk adem"
Bukit Belong,oxthonk kumbara212,4.0,emang beneran ada pocongnya? 🤔
Desa Wisata Keris Aengtongtong,Dewi Masyitoh,1.0,"Tempatnya Bagus , Indah dan Asri . Bikin pengunjung betah barlama-lama. Banyak beragam fasilitas menarik didalamnya, seperti kolam pemancingan, kolam mandi, spot foto, dan lainnya.."
Desa Wisata Edukasi Cisaat ᮓᮦᮞ ᮝᮤᮞᮒ ᮆᮓᮥᮊᮞᮤ ᮎᮤᮞᮃᮒ᮪,yuda pura,5.0,"Untuk tempat rekreasi/wisata alam, menurut saya lumayan lah ya, cukup menarik dan terhibur dengan  pemandangan alam yg dipoles ala² Jepang bikin kita berasa ada di Jepang 😄,, tempat santai tempat weekend yg asik.. Ada sepeda air nya pulak, kolam renang serta kolam ikan.. HTM terjangkau, tiket pun bs ditukar dg minuman..
Buruan ajak klg, tmn atau relasi anda kesana, sedikit nya bisa bikin kita fresh..
Hanya saran saja, supaya selalu terlihat bagus dan bersih usahakan setelah pengunjung pergi segera bersihkan sampah.. Dan untuk pengunjung tolong sadar diri, klau mau buang bekas makanan ataupun minuman ya dimasukkan ke plastik lalu buang ke tempat sampah.. Yuk saling jaga kelestarian lingkungan.."
Air Terjun Toroan,hendra budi,5.0,"Tempatnya bagus
Fasilitas cukup memadai, Ada toilet, kantin.
Saran aja untuk pengelola tanaman hiasnya mungkin bisa ganti ke Bougainvillea
Semoga konsisten dalam pengelolaannya dan ttp terawat."
Mother's eyes travel Aer Arosbaya,Wahyu Widiastuti,5.0,"- Viewnya Lumayan bagus tp lbh bagus lg pas sore ke malam.
-Tarif Masuk Cukup Terjangkau
-Fasilitas Lumayan Lengkap
Smoga Kedepanx bs dtambah lg wahanax"
Lembah Dieng Gempol,Djemba Dje,5.0,"Lumayan buat Healing tipis2
Aplg kl pas ga rame berasa bgt Healing nya"
Leuwi Hejo,Shela Marlina,4.0,Tempat yang cocok untuk berlibur bersama keluarga. Pemandangan asri. Bersih tida ada sampah berserakan. Pokoknya rekomended banget
